review_id,review_title,review_text,star_rating,tag,review_date
4896,Password reset did not work,The password reset process did not work properly for me. The process felt more difficult than it needed to be. I expected much better.,1,login_access,2025-05-03
4897,Retirement projection unclear,The retirement projection information was confusing. Communication could have been better. Not a good experience overall.,2,retirement_projection,2025-07-24
4898,Contribution info was acceptable,There was nothing especially good or bad about the way contributions were shown. The experience felt fairly ordinary. The contribution process seemed okay overall. It was fine in the end.,5,contributions,2025-06-26
4899,Forecast tool confusing,The projection tools were harder to understand than they should have been. Communication could have been better. I would be hesitant to recommend them.,1,retirement_projection,2024-06-11
4900,Move from old provider was simple,The process of moving my old pension was straightforward. The information provided was clear. My pension transfer was handled smoothly from start to finish. I would happily use the service again.,5,pension_transfer,2024-07-13
4901,Payments not showing properly,The contribution information looked incorrect and caused concern. It created unnecessary stress. I would be hesitant to recommend them.,1,contributions,2025-04-09
4902,Website easy to use,Using the website made managing my pension much easier. I found the app simple to use and reliable. I would recommend them.,5,website_app,2024-05-31
4903,Login process is frustrating,The password reset process did not work properly for me. I expected much better.,1,login_access,2025-04-15
4904,Mixed feelings on returns,"Fund performance seems average so far. Nothing realy stood out either way. The returns have been okay, but nothing especially impressive. It was fine in the end.",5,fund_performance,2024-06-23
4905,Online experience was average,"The online account did the job, but it felt average. It was fine in the end.",5,website_app,2025-05-12
4906,Customer service was okay,"The support I received was acceptable, but nothing special. Support was fine, although not especially memorable. It was acceptable overall.",3,customer_service,2025-07-06
4907,Useful pension forecast,The retirement estimate information was presented well. The projection tools gave me a useful picture of my retirement planning. I would happily use the service again.,5,retirement_projection,2025-08-05
4908,Helpful retirement projection,The projection tools gave me a useful picture of my retirement planning. I would recommend them.,4,retirement_projection,2025-08-02
4909,Helpful retirement projection,The retirement projection was clear and helpful. The whole experience felt straightforward. I would happily use the service again.,5,retirement_projection,2025-04-22
4910,Pension transfer was straightforward,Everything around the transfer was clearly explained and completed efficiently. I was pleased with how easily the transfer went through. No real complaints from me.,5,pension_transfer,2024-08-30
4911,Easy pension transfer,I was pleased with how easily the transfer went through. Everything felt well organised. My pension transfer was handled smoothly from start to finish. I would recommend them.,5,pension_transfer,2024-07-29
4912,Helpful retirement projection,The retirement projection was clear and helpful. The information provided was clear. I would recommend them.,5,retirement_projection,2025-01-27
4913,Forecast tools were useful,I found the pension forecast easy to understand. It gave me more confidence in managing my pension. The projection tools gave me a useful picture of my retirement planning. A positive experience all round.,5,retirement_projection,2024-08-15
4914,Website easy to use,Using the website made managing my pension much easier. The whole experience felt straightforward. The website was clear and easy to navigate. I would happily use the service again.,4,website_app,2024-12-12
4915,App works fine overall,"The online account did the job, but it felt average. Nothing really stood out either way. Nothing terrible, but not especially impressive either.",3,website_app,2024-09-18
4916,Transfer process went well,My pension transfer was handled smoothly from start to finish. Everything felt well organised. I would happily use the service again.,5,pension_transfer,2024-12-12
4917,Transfer process went well,Everything around the transfer was clearly explained and completed efficiently. It gave me more confidence in managing my pension. I was pleased with how easily the transfer went through. A positive experience all round.,5,pension_transfer,2025-12-29
4918,Transfer process went well,Everything around the transfer was clearly explained and completed efficiently. The whole experience felt straightforward. I would recommend them.,5,pension_transfer,2025-10-25
4919,Helpful retirement projection,The projection tools gave me a useful picture of my retirement planning. The information provided was clear. I would recommend them.,5,retirement_projection,2025-06-11
4920,Pension transfer was straightforward,Everything around the transfer was clearly explained and completed efficiently. My pension transfer was handled smoothly from start to finish. I would happily use the service again.,5,pension_transfer,2025-07-26
4921,Fine overall,The retirement process was acceptable but not especially smooth. Nothing really stood out either way. It was fine in the end.,5,withdrawals_retirement,2024-09-08
4922,Good digital experience,The website was clear and easy to navigate. The online experience was smooth and straightforward. I would recommend them.,5,website_app,2025-02-21
4923,Withdrawal process went well,Taking money from the pension was easier than I expected. I would recommend them.,5,withdrawals_retirement,2025-08-28
4924,Website easy to use,I found the app simple to use and reliable. It gave me more confidence in managing my pension. The online experience was smooth and straightforward. No real complaints from me.,5,website_app,2025-04-14
4925,Unhappy with ID check process,The identity verification process was frustrating. I came away disappointed.,1,identity_verification,2024-08-09
4926,Customer service was okay,"Support was fine, although not especially memorable. A fairly average experience overall.",4,customer_service,2025-05-17
4927,Easy verification process,I found the ID checks clear and easy to complete. Everything felt well organised. Very satisfied overall.,5,identity_verification,2025-10-29
4928,Account access was fine in the end,"It took a little time to sign in properly, but it was resolved. It was manageable, just not especially smooth. I had some issues accessing the account, although it worked eventually. Nothing terrible, but not especially impressive either.",4,login_access,2025-10-06
4929,Good returns overall,The investment performance has given me more confidence in my pension. The fund performance has been stronger than I expected. Very satisfied overall.,5,fund_performance,2024-12-12
4930,Helpful support team,The support team resolved my issue quickly. The team made the whole process much easier for me. I would recommend them.,5,customer_service,2024-08-11
4931,Documents checked quickly,The identity verification process was quick and straightforward. The verification process was handled efficiently. Very satisfied overall.,5,identity_verification,2025-03-11
4932,Easy pension transfer,The process of moving my old pension was straightforward. The information provided was clear. I was pleased with how easily the transfer went through. I would happily use the service again.,5,pension_transfer,2024-05-18
4933,Easy to get back into account,"I had a login issue at first, but it was resolved quickly. The whole experience felt straightforward. I would recommend them.",5,login_access,2024-08-08
4934,Forecast tools were useful,The projection tools gave me a useful picture of my retirement planning. It gave me more confidence in managing my pension. I would recommend them.,5,retirement_projection,2025-03-29
4935,Very helpful team,The support team resolved my issue quickly. It gave me more confidence in managing my pension. Very satisfied overall.,5,customer_service,2025-04-18
4936,No issues with contributions,Employer contributions appeared as expected and without delay. I had no issues with how contributions were handled. I would happily use the service again.,5,contributions,2025-05-25
4937,Good digital experience,I found the app simple to use and reliable. The information provided was clear. I would happily use the service again.,5,website_app,2025-03-20
4938,Easy verification process,The identity verification process was quick and straightforward. It gave me more confidence in managing my pension. I found the ID checks clear and easy to complete. Very satisfied overall.,5,identity_verification,2025-09-01
4939,Good experience with taking pension,The retirement withdrawal process was handled clearly and efficiently. A positive experience all round.,5,withdrawals_retirement,2025-02-20
4940,No issues with contributions,Employer contributions appeared as expected and without delay. Everything felt well organised. Very satisfied overall.,5,contributions,2024-04-12
4941,No issues with contributions,The payment records were easy to understand and everything matched up. The whole experience felt straightforward. No real complaints from me. 🙌,5,contributions,2025-07-20
4942,Easy pension transfer,The process of moving my old pension was straightforward. Everything around the transfer was clearly explained and completed efficiently. I would recommend them.,5,pension_transfer,2024-08-11
4943,Move from old provider was simple,I was pleased with how easily the transfer went through. The process of moving my old pension was straightforward. No real complaints from me.,5,pension_transfer,2025-06-20
4944,Good returns overall,The investment performance has given me more confidence in my pension. The whole experience felt straightforward. Very satisfied overall.,5,fund_performance,2024-03-21
4945,Online account is simple to navigate,The website was clear and easy to navigate. The online experience was smooth and straightforward. No real complaints from me.,5,website_app,2024-10-06
4946,Easy pension transfer,My pension transfer was handled smoothly from start to finish. It gave me more confidence in managing my pension. Very satisfied overall.,5,pension_transfer,2024-12-11
4947,Retirement withdrawal process was smooth,The process of accessing my pension in retirement was smooth. It gave me more confidence in managing my pension. No real complaints from me.,5,withdrawals_retirement,2025-01-12
4948,Fine overall,"Accessing my pension was manageable, if a little slow. The withdrawal process was okay overall. It was acceptable overall.",5,withdrawals_retirement,2025-09-10
4949,Pleased with investment performance,The fund performance has been stronger than I expected. The whole experience felt straightforward. Very satisfied overall.,5,fund_performance,2025-04-15
4950,Document process was acceptable,"Document checks were acceptable, although not especially fast. There is room for improvement.",5,identity_verification,2025-08-02
4951,Good digital experience,Using the website made managing my pension much easier. The online experience was smooth and straightforward. I would recommend them.,5,website_app,2024-03-03
4952,Difficult to understand retirement estimate,The retirement projection information was confusing. Communication could have been better. I would be hesitant to recommend them.,1,retirement_projection,2024-05-17
4953,Pension transfer was straightforward,The process of moving my old pension was straightforward. Everything around the transfer was clearly explained and completed efficiently. I would recommend them.,5,pension_transfer,2024-01-28
4954,Projection info was clear,I found the pension forecast easy to understand. Everything felt well organised. The retirement estimate information was presented well. Very satisfied overall.,5,retirement_projection,2025-04-29
4955,Employer contributions reflected properly,Employer contributions appeared as expected and without delay. Everything felt well organised. A positive experience all round.,5,contributions,2025-09-26
4956,Very helpful team,I was impressed by how professional the customer service was. The support team resolved my issue quickly. I would recommend them.,5,customer_service,2025-05-14
4957,Strong growth so far,The fund performance has been stronger than I expected. Returns have looked solid and the information provided was clear. I would recommend them.,5,fund_performance,2025-05-16
4958,Excellent customer service,I was impressed by how professional the customer service was. The whole experience felt straightforward. The team made the whole process much easier for me. Very satisfied overall.,5,customer_service,2025-05-02
4959,Contributions seem fine,There was nothing especially good or bad about the way contributions were shown. Nothing really stood out either way. The contribution process seemed okay overall. It was acceptable overall.,3,contributions,2024-12-24
4960,Pension performing well,I have been pleased with how my pension pot has grown. It gave me more confidence in managing my pension. The investment performance has given me more confidence in my pension. A positive experience all round.,5,fund_performance,2024-07-22
4961,Helpful support team,"Customer service was polite, efficient and helpful. The information provided was clear. The support team resolved my issue quickly. No real complaints from me.",5,customer_service,2025-03-06
4962,Excellent customer service,"The team made the whole process much easier for me. Customer service was polite, efficient and helpful. A positive experience all round.",4,customer_service,2024-03-26
4963,Transfer completed smoothly,The process of moving my old pension was straightforward. The information provided was clear. No real complaints from me.,5,pension_transfer,2025-07-17
4964,Strong growth so far,The fund performance has been stronger than I expected. The investment performance has given me more confidence in my pension. No real complaints from me.,5,fund_performance,2025-11-17
4965,Good experience with taking pension,The retirement withdrawal process was handled clearly and efficiently. Taking money from the pension was easier than I expected. A positive expereince all round.,5,withdrawals_retirement,2025-10-23
4966,Helpful support team,"Customer service was polite, efficient and helpful. The team made the whole process much easier for me. A positive experience all round.",4,customer_service,2024-02-27
4967,Good returns overall,The investment performance has given me more confidence in my pension. It gave me more confidence in managing my pension. No real complaints from me.,5,fund_performance,2024-01-20
4968,Useful pension forecast,The projection tools gave me a useful picture of my retirement planning. Everything felt well organised. I would recommend them.,5,retirement_projection,2025-01-16
4969,Projection info was clear,I found the pension forecast easy to understand. The whole experience felt straightforward. I would recommend them.,5,retirement_projection,2025-10-26
4970,Pension performing well,The fund performance has been stronger than I expected. Returns have looked solid and the information provided was clear. I would recommend them.,5,fund_performance,2025-03-22
4971,Very helpful team,I was impressed by how professional the customer service was. The team made the whole process much easier for me. I would happily use the service again.,5,customer_service,2024-01-06
4972,Fees seem okay,"Charges seemed acceptable, although not especially competitive. It was acceptable overall.",5,fees_charges,2024-08-09
4973,Smooth website and app,I found the app simple to use and reliable. Using the website made managing my pension much easier. I would happily use the service again.,5,website_app,2024-05-11
4974,Login issue resolved quickly,Support helped me regain access to the account very quickly. Everything felt well organised. A positive experience all round.,5,login_access,2025-03-07
4975,Retirement withdrawal process was smooth,The process of accessing my pension in retirement was smooth. It gave me more confidence in managing my pension. I would happily use the service again.,4,withdrawals_retirement,2024-11-23
4976,No issues with contributions,The payment records were easy to understand and everything matched up. The information provided was clear. Very satisfied overall.,5,contributions,2025-05-15
4977,Verification was unclear,Document checks took too long and were not clearly explained. Communication could have been better. I would be hesitant to recommend them.,1,identity_verification,2025-01-13
4978,Happy with fund performance,The fund performance has been stronger than I expected. The investment performance has given me more confidence in my pension. I would happily use the service again.,4,fund_performance,2024-12-11
4979,Projection information not helpful,The estimates were unclear and left me with more questions. I came away disappointed.,1,retirement_projection,2024-07-18
4980,Disappointing customer service,Customer service was disappointing and slow. The support team did not help enough with my issue. This needs improvement.,1,customer_service,2024-01-13
4981,Easy to get back into account,Support helped me regain access to the account very quickly. The whole experience felt straightforward. A positive experience all round.,5,login_access,2025-05-15
4982,Smooth website and app,Using the website made managing my pension much easier. Everything felt well organised. No real complaints from me.,4,website_app,2024-08-11
4983,Excellent customer service,I was impressed by how professional the customer service was. It gave me more confidence in managing my pension. The team made the whole process much easier for me. Very satisfied overall.,5,customer_service,2025-03-04
4984,Good returns overall,The fund performance has been stronger than I expected. The information provided was clear. I have been pleased with how my pension pot has grown. I would recommend them.,5,fund_performance,2025-06-15
4985,Support was average,The service team did what they needed to do. The experience felt fairly ordinary. It was acceptable overall.,5,customer_service,2024-05-18
4986,Not happy with pension forecast,The projection tools were harder to understand than they should have been. I did not find the pension forecast very helpful. Not a good experience overall.,2,retirement_projection,2024-02-13
4987,No trouble logging in now,"Support helped me regain access to the account very quickly. I had a login issue at first, but it was resolved quickly. No real complaints from me.",5,login_access,2025-12-01
4988,Verification process was smooth,My documents were checked without any issues. The verification process was handled efficiently. Very satisfied overall.,5,identity_verification,2024-09-08
4989,Good experience with taking pension,Taking money from the pension was easier than I expected. I was pleased with how straightforward the pension access process was. No real complaints from me.,5,withdrawals_retirement,2024-05-18
4990,Payments processed fine,Employer contributions appeared as expected and without delay. The information provided was clear. Very satisfied overall.,5,contributions,2025-11-17
4991,Useful pension forecast,The projection tools gave me a useful picture of my retirement planning. The information provided was clear. The retirement estimate information was presented well. I would recommend them.,5,retirement_projection,2024-12-04
4992,Contributions showing correctly,Employer contributions appeared as expected and without delay. It gave me more confidence in managing my pension. I would recommend them.,5,contributions,2024-04-07
4993,App works fine overall,"The app was acceptable, though not especially polished. The experience felt fairly ordinary. Nothing terrible, but not especially impressive either.",5,website_app,2024-02-24
4994,Identity check handled well,I found the ID checks clear and easy to complete. Very satisfied overall.,5,identity_verification,2025-10-09
4995,Transfer experience was poor,I found moving my pension frustrating and unclear. The transfer experience was poor and caused unnecessary stress. I came away disappointed.,1,pension_transfer,2025-03-10
4996,Charges seem fair,I was happy with the transparency around charges. The whole experience felt straightforward. A positive experience all round.,5,fees_charges,2024-10-14
4997,Projection information not helpful,I did not find the pension forecast very helpful. The process felt more difficult than it needed to be. The estimates were unclear and left me with more questions. I expected much better.,1,retirement_projection,2024-02-13
4998,Easy pension transfer,My pension transfer was handled smoothly from start to finish. The information provided was clear. Everything around the transfer was clearly explained and completed efficiently. I would recommend them.,5,pension_transfer,2025-03-26
4999,Verification process was smooth,I found the ID checks clear and easy to complete. Everything felt well organised. No real complaints from me.,5,identity_verification,2025-04-25
5000,Helpful retirement projection,The retirement projection was clear and helpful. The whole experience felt straightforward. No real complaints from me.,5,retirement_projection,2025-12-26
5001,Retirement estimates easy to understand,The retirement estimate information was presented well. The information provided was clear. The retirement projection was clear and helpful. I would recommend them.,5,retirement_projection,2024-10-08
5002,Great service from support,"Customer service was polite, efficient and helpful. The information provided was clear. I would happily use the service again.",5,customer_service,2025-05-10
5003,Contribution process was smooth,Employer contributions appeared as expected and without delay. No real complaints from me.,5,contributions,2024-05-05
5004,Contribution process was smooth,My contributions have been processed correctly and clearly shown. It gave me more confidence in managing my pension. I had no issues with how contributions were handled. No real complaints from me.,5,contributions,2024-01-02
5005,Easy verification process,The verification process was handled efficiently. The whole expereince felt straightforward. A positive experience all round.,5,identity_verification,2024-08-12
5006,Slow response from support,Responses took too long and the problem was not handled well. I found the service frustrating and harder than it should have been. I came away disappointed.,1,customer_service,2024-12-14
5007,Reasonable fees,The cost structure seemed reasonable and clear. I was happy with the transparency around charges. A positive expereince all round.,5,fees_charges,2024-06-19
5008,Employer contributions reflected properly,I had no issues with how contributions were handled. I would happily use the service again.,5,contributions,2025-01-10
5009,Retirement estimates were fine,"It was useful enough, just not particularly impressive. The experience felt fairly ordinary. A fairly average experience overall.",3,retirement_projection,2024-08-07
5010,Verification process was smooth,My documents were checked without any issues. A positive experience all round.,5,identity_verification,2025-06-01
5011,Contributions seem fine,Payments were reflected eventually and the process was acceptable. The experience felt fairly ordinary. There is room for improvement.,3,contributions,2024-09-21
5012,Easy to get back into account,"I had a login issue at first, but it was resolved quickly. The whole experience felt straightforward. Support helped me regain access to the account very quickly. I would happily use the service again.",5,login_access,2024-10-20
5013,Useful pension forecast,I found the pension forecast easy to understand. The information provided was clear. No real complaints from me.,5,retirement_projection,2025-03-24
5014,Pension transfer was straightforward,I was pleased with how easily the transfer went through. The process of moving my old pension was straightforward. I would happily use the service again.,5,pension_transfer,2025-09-19
5015,Access problem sorted,Getting back into my account was easier than expected. The information provided was clear. I would happily use the service again.,4,login_access,2025-07-21
5016,Retirement withdrawal process was smooth,I was pleased with how straightforward the pension access process was. The information provided was clear. The process of accessing my pension in retirement was smooth. A positive experience all round.,4,withdrawals_retirement,2025-10-12
5017,Unhappy with ID check process,Document checks took too long and were not clearly explained. Not a good experience overall.,1,identity_verification,2025-01-03
5018,Helpful support team,"Customer service was polite, efficient and helpful. I was impressed by how professional the customer service was. I would happily use the service again.",5,customer_service,2025-09-03
5019,Good digital experience,The website was clear and easy to navigate. I would recommend them.,5,website_app,2025-09-23
5020,Good experience with taking pension,The process of accessing my pension in retirement was smooth. The information provided was clear. I would happily use the service again.,5,withdrawals_retirement,2025-11-09
5021,Smooth website and app,I found the app simple to use and reliable. The information provided was clear. I would recommend them.,5,website_app,2025-11-15
5022,Good returns overall,I have been pleased with how my pension pot has grown. Everything felt well organised. A positive experience all round.,5,fund_performance,2024-10-13
5023,Support fixed my login issue,Support helped me regain access to the account very quickly. The whole experience felt straightforward. The access problem was sorted without much hassle. No real complaints from me.,5,login_access,2024-04-23
5024,Pleased with investment performance,The investment performance has given me more confidence in my pension. The information provided was clear. No real complaints from me.,5,fund_performance,2024-08-31
5025,Pension performing well,The investment performance has given me more confidence in my pension. It gave me more confidence in managing my pension. I would recommend them.,5,fund_performance,2024-12-22
5026,Employer contributions reflected properly,The payment records were easy to understand and everything matched up. I would happily use the service again.,5,contributions,2025-06-04
5027,Transfer process went well,I was pleased with how easily the transfer went through. The whole experience felt straightforward. I would happily use the service again.,4,pension_transfer,2024-11-16
5028,Trouble logging in,Getting access to the account has been frustrating. I expected much better.,1,login_access,2025-04-23
5029,Good returns overall,I have been pleased with how my pension pot has grown. It gave me more confidence in managing my pension. The investment performance has given me more confidence in my pension. I would recommend them.,5,fund_performance,2024-03-27
5030,Projection information not helpful,I did not find the pension forecast very helpful. The projection tools were harder to understand than they should have been. This needs improvement.,1,retirement_projection,2025-04-16
5031,Contributions showing correctly,Employer contributions appeared as expected and without delay. It gave me more confidence in managing my pension. A positive experience all round.,5,contributions,2024-04-29
5032,Charges seem fair,The fees seem fair for the service being provided. Everything felt well organised. Very satisfied overall.,5,fees_charges,2024-12-20
5033,Pleased with investment performance,I have been pleased with how my pension pot has grown. I would happily use the service again.,5,fund_performance,2024-09-19
5034,Reasonable fees,The overall value for money feels good to me. The information provided was clear. The fees seem fair for the service being provided. No real complaints from me.,5,fees_charges,2025-07-02
5035,Nothing special overall,"It was fine in the end, just a fairly average process. Nothing terrible, but not especially impressive either.",3,identity_verification,2025-04-02
5036,Good digital experience,I found the app simple to use and reliable. The website was clear and easy to navigate. I would recommend them.,5,website_app,2025-08-20
5037,Online account is simple to navigate,The website was clear and easy to navigate. It gave me more confidence in managing my pension. No real complaints from me.,5,website_app,2024-01-14
5038,Identity check handled well,I found the ID checks clear and easy to complete. Everything felt well organised. My documents were checked without any issues. A positive experience all round.,5,identity_verification,2025-12-04
5039,No trouble logging in now,Getting back into my account was easier than expected. The whole experience felt straightforward. Support helped me regain access to the account very quickly. I would happily use the service again.,5,login_access,2025-06-15
5040,Identity check handled well,The verification process was handled efficiently. Everything felt well organised. Very satisfied overall.,5,identity_verification,2025-01-27
5041,Website easy to use,I found the app simple to use and reliable. Using the website made managing my pension much easier. Very satisfied overall.,5,website_app,2025-12-19
5042,Smooth website and app,The online experience was smooth and straightforward. The website was clear and easy to navigate. I would happily use the service again.,5,website_app,2024-10-05
5043,Move from old provider was simple,My pension transfer was handled smoothly from start to finish. I would happily use the service again.,4,pension_transfer,2025-03-14
5044,Helpful retirement projection,The projection tools gave me a useful picture of my retirement planning. The retirement estimate information was presented well. A positive experience all round.,5,retirement_projection,2025-02-12
5045,Excellent customer service,The support team resolved my issue quickly. The team made the whole process much easier for me. I would recommend them.,5,customer_service,2025-01-20
5046,Customer service was brilliant,"Customer service was polite, efficient and helpful. The whole experience felt straightforward. A positive experience all round.",5,customer_service,2025-01-04
5047,App works really well,The website was clear and easy to navigate. The whole experience felt straightforward. I found the app simple to use and reliable. I would happily use the service again.,5,website_app,2025-08-30
5048,Happy with fund performance,I have been pleased with how my pension pot has grown. The investment performance has given me more confidence in my pension. A positive experience all round.,5,fund_performance,2024-01-19
5049,Pension transfer was straightforward,My pension transfer was handled smoothly from start to finish. It gave me more confidence in managing my pension. Very satisfied overall.,5,pension_transfer,2024-03-13
5050,Pension transfer was straightforward,My pension transfer was handled smoothly from start to finish. It gave me more confidence in managing my pension. I would recommend them.,5,pension_transfer,2025-05-11
5051,Employer contributions reflected properly,The payment records were easy to understand and everything matched up. The information provided was clear. I would happily use the service again.,4,contributions,2024-01-08
5052,Some login friction,"Logging in was a bit awkward, but manageable. Nothing really stood out either way. There is room for improvement.",5,login_access,2024-07-04
5053,Easy to get back into account,Getting back into my account was easier than expected. It gave me more confidence in managing my pension. I would happily use the service again.,3,login_access,2024-02-24
5054,Transfer delay,The transfer experience was poor and caused unnecessary stress. It created unnecessary stress. I would be hesitant to recommend them.,1,pension_transfer,2025-10-12
5055,Helpful retirement projection,The projection tools gave me a useful picture of my retirement planning. The retirement estimate information was presented well. Very satisfied overall.,5,retirement_projection,2025-09-02
5056,Pleased with investment performance,Returns have looked solid and the information provided was clear. Everything felt well organised. The investment performance has given me more confidence in my pension. A positive experience all round.,5,fund_performance,2025-02-28
5057,Identity check handled well,I found the ID checks clear and easy to complete. The whole experience felt straightforward. The verification process was handled efficiently. No real complaints from me.,5,identity_verification,2024-08-28
5058,Good digital experience,I found the app simple to use and reliable. No real complaints from me.,5,website_app,2025-09-10
5059,App works really well,I found the app simple to use and reliable. It gave me more confidence in managing my pension. Using the website made managing my pension much easier. I would happily use the service again.,5,website_app,2024-10-02
5060,Easy to get back into account,Support helped me regain access to the account very quickly. Getting back into my account was easier than expected. I would recommend them.,5,login_access,2025-07-04
5061,Excellent customer service,I was impressed by how professional the customer service was. The whole experience felt straightforward. The support team resolved my issue quickly. I would recommend them.,5,customer_service,2024-07-20
5062,Useful pension forecast,I found the pension forecast easy to understand. The information provided was clear. The retirement projection was clear and helpful. No real complaints from me.,5,retirement_projection,2025-01-24
5063,Verification process was smooth,I found the ID checks clear and easy to complete. The information provided was clear. The verification process was handled efficiently. I would happily use the service again.,5,identity_verification,2025-06-19
5064,Online account is simple to navigate,The website was clear and easy to navigate. It gave me more confidence in managing my pension. Using the website made managing my pension much easier. I would happily use the service again.,5,website_app,2025-05-03
5065,Helpful support team,The team made the whole process much easier for me. I was impressed by how professional the customer service was. Very satisfied overall.,5,customer_service,2025-08-26
5066,Unhappy with pension access,Accessing my pension has been more stressful than expected. Communication could have been better. Not a good experience overall.,1,withdrawals_retirement,2024-12-02
5067,Login issue resolved quickly,"I had a login issue at first, but it was resolved quickly. It gave me more confidence in managing my pension. I would recommend them.",5,login_access,2024-01-06
5068,Pension performing well,The fund performance has been stronger than I expected. Returns have looked solid and the information provided was clear. A positive experience all round.,5,fund_performance,2024-07-12
5069,Smooth website and app,Using the website made managing my pension much easier. Everything felt well organised. I would recommend them.,5,website_app,2025-09-01
5070,Not happy with investment performance,The investment performance has been underwhelming for me. I expected much better.,1,fund_performance,2024-09-04
5071,Pleased with investment performance,The fund performance has been stronger than I expected. I have been pleased with how my pension pot has grown. No real complaints from me.,5,fund_performance,2025-12-31
5072,Website easy to use,The online experience was smooth and straightforward. The whole experience felt straightforward. The website was clear and easy to navigate. No real complaints from me.,5,website_app,2025-01-21
5073,Contributions showing correctly,Employer contributions appeared as expected and without delay. My contributions have been processed correctly and clearly shown. A positive experience all round.,5,contributions,2025-06-09
5074,Frustrating support experience,The support team did not help enough with my issue. Communication could have been better. This needs improvement.,1,customer_service,2024-09-01
5075,Accessing pension was easy,I was pleased with how straightforward the pension access process was. It gave me more confidence in managing my pension. I would recommend them.,5,withdrawals_retirement,2024-11-27
5076,Contributions showing correctly,Employer contributions appeared as expected and without delay. The information provided was clear. The payment records were easy to understand and everything matched up. No real complaints from me.,5,contributions,2025-11-03
5077,Easy to get back into account,The access problem was sorted without much hassle. The whole experience felt straightforward. I would happily use the service again.,5,login_access,2025-07-30
5078,Good returns overall,I have been pleased with how my pension pot has grown. Returns have looked solid and the information provided was clear. A positive experience all round.,4,fund_performance,2025-08-24
5079,No trouble logging in now,The access problem was sorted without much hassle. It gave me more confidence in managing my pension. I would recommend them.,5,login_access,2025-09-16
5080,Happy with fund performance,I have been pleased with how my pension pot has grown. The whole experience felt straightforward. No real complaints from me.,5,fund_performance,2024-06-09
5081,Pension growth has been weak,My pension growth has not felt strong enough. The process felt more difficult than it needed to be. This needs improvement.,1,fund_performance,2025-10-23
5082,Transfer experience was poor,I found moving my pension frustrating and unclear. It created unnecessary stress. There were delays and not enough updates during the transfer. This needs improvement.,1,pension_transfer,2025-09-22
5083,Payments processed fine,Employer contributions appeared as expected and without delay. The information provided was clear. My contributions have been processed correctly and clearly shown. I would happily use the service again.,5,contributions,2024-10-12
5084,Website easy to use,The website was clear and easy to navigate. Everything felt well organised. Using the website made managing my pension much easier. Very satisfied overall.,4,website_app,2024-08-03
5085,Good experience with taking pension,Taking money from the pension was easier than I expected. The information provided was clear. Very satisfied overall.,4,withdrawals_retirement,2025-11-23
5086,Reasonable fees,The cost structure seemed reasonable and clear. A positive experience all round.,5,fees_charges,2025-09-25
5087,Retirement estimates easy to understand,I found the pension forecast easy to understand. The projection tools gave me a useful picture of my retirement planning. I would happily use the service again.,5,retirement_projection,2024-08-08
5088,Disappointed with fund performance,My pension growth has not felt strong enough. I expected much better.,1,fund_performance,2025-01-23
5089,Good digital experience,The website was clear and easy to navigate. No real complaints from me.,5,website_app,2025-12-30
5090,Pension transfer taking too long,The transfer experience was poor and caused unnecessary stress. It created unnecessary stress. Not a good experience overall.,1,pension_transfer,2024-04-17
5091,Disappointed with fund performance,I am disappointed with the recent fund performance. Communication could have been better. I expected much better.,1,fund_performance,2024-04-15
5092,Not happy with fees,The costs feel too high for what is being offered. It created unnecessary stress. I am not happy with the level of fees being charged. I came away disappointed.,1,fees_charges,2025-03-03
5093,Payments processed fine,My contributions have been processed correctly and clearly shown. The information provided was clear. A positive experience all round.,5,contributions,2025-10-23
5094,Trouble logging in,Getting access to the account has been frustrating. The experience felt poorly managed. I would be hesitant to recommend them.,1,login_access,2025-05-20
5095,Unhappy with pension access,Accessing my pension has been more stressful than expected. I expected much better.,1,withdrawals_retirement,2024-04-12
5096,Retirement support was helpful,Taking money from the pension was easier than I expected. The whole experience felt straightforward. A positive experience all round.,5,withdrawals_retirement,2024-07-31
5097,Payments processed fine,I had no issues with how contributions were handled. Employer contributions appeared as expected and without delay. I would happily use the service again.,5,contributions,2025-08-04
5098,Transfer process went well,The process of moving my old pension was straightforward. Everything felt well organised. Everything around the transfer was clearly explained and completed efficiently. I would recommend them.,4,pension_transfer,2025-04-09
5099,Helpful support team,The support team resolved my issue quickly. Everything felt well organised. A positive experience all round.,5,customer_service,2024-01-15
5100,Website needs improvement,The digital platform needs improvement. The online account expereince was poor and frustrating. I came away disappointed.,1,website_app,2025-05-22
5101,Happy with fund performance,The fund performance has been stronger than I expected. It gave me more confidence in managing my pension. I would happily use the service again.,5,fund_performance,2025-11-06
5102,Excellent customer service,"Customer service was polite, efficient and helpful. Everything felt well organised. Very satisfied overall.",5,customer_service,2024-11-30
5103,Identity check handled well,My documents were checked without any issues. I found the ID checks clear and easy to complete. I would recommend them.,5,identity_verification,2025-03-20
5104,Contribution process was smooth,I had no issues with how contributions were handled. The whole experience felt straightforward. My contributions have been processed correctly and clearly shown. I would happily use the service again.,5,contributions,2024-03-09
5105,Withdrawal process went well,The retirement withdrawal process was handled clearly and efficiently. It gave me more confidence in managing my pension. No real complaints from me.,5,withdrawals_retirement,2024-10-24
5106,Identity checks took too long,The identity verification process was frustrating. The experience felt poorly managed. I expected much better.,1,identity_verification,2024-07-28
